300,all,23
585,all,52
2274,all,11
3024,all,6
3279,all,232
3435,all,1767
3654,all,8
4044,all,59
5949,all,24
6939,all,460
7716,all,111
16434,all,10
16632,all,178
16659,all,91
16926,all,16
17199,all,2
17358,all,1
17523,all,194
17574,all,9
17610,all,1
17667,all,2
17754,all,16
17946,all,3
18030,all,41
18063,all,7
18435,all,2
19170,all,8
19869,all,360
19914,all,1
19962,all,12
20088,all,272
20166,all,119
20499,all,14
21399,all,494
21570,all,6
22338,all,23
22344,all,420
22938,all,16
23160,all,4
23571,all,5
23799,all,4
24018,all,2
24174,all,859
24183,all,6
24198,all,50
24222,all,12
24264,all,28
24366,all,9
24378,all,6
24528,all,107
24615,all,52
24867,all,1
25455,all,1
25839,all,87
25986,all,13
25995,all,4
26079,all,8
26115,all,1
26307,all,18
26427,all,45
26562,all,2
26622,all,32
26655,all,100
26667,all,74
26679,all,3
27195,all,271
27462,all,23
28026,all,7
28056,all,208
28086,all,42
28113,all,305
28881,all,79
28887,all,50
29262,all,179
29271,all,156
29631,all,2
29751,all,7
29775,all,27
30087,all,6
30174,all,197
30378,all,4
30444,all,18
30486,all,392
30513,all,173
30567,all,469
30654,all,10
30915,all,3
30918,all,62
30927,all,180
30951,all,2
31026,all,4
31275,all,5
31299,all,111
31344,all,37
31491,all,7
31683,all,76
31713,all,914
31938,all,1
32019,all,5
32340,all,10
32439,all,7
32484,all,166
32715,all,2
32754,all,25
34047,all,59
35700,all,130
36879,all,192
39783,all,106
40173,all,65
41655,all,2825
42093,all,205
44580,all,122
47151,all,684
47340,all,43
54717,all,88
54732,all,73
55608,all,125
58119,all,2753
58959,all,469
60096,all,54
61143,all,196
61695,all,72
62127,all,110
62502,all,93
62940,all,53
62964,all,750
63408,all,241
65271,all,213
65517,all,43
131379,all,69
131442,all,1
131448,all,19
131451,all,3
131676,all,2
131742,all,21
131835,all,6
131934,all,31
132051,all,24
132465,all,4
132570,all,56
132849,all,40
133659,all,0
133962,all,45
133980,all,140
134391,all,2
134469,all,78
134676,all,18
135033,all,7
135072,all,14
135090,all,15
135153,all,2
135273,all,58
135477,all,21
135831,all,7
135921,all,64
135963,all,16
136017,all,3
136668,all,21
136692,all,11
136722,all,21
136956,all,28
137136,all,163
137175,all,4
