300,3,5
585,3,28
2274,3,1
3024,3,0
3279,3,43
3435,3,440
3654,3,5
4044,3,8
5949,3,6
6939,3,133
7716,3,17
16434,3,6
16632,3,39
16659,3,38
16926,3,8
17199,3,0
17358,3,0
17523,3,25
17574,3,1
17610,3,0
17667,3,0
17754,3,2
17946,3,0
18030,3,10
18063,3,0
18435,3,0
19170,3,3
19869,3,155
19914,3,0
19962,3,1
20088,3,15
20166,3,17
20499,3,3
21399,3,42
21570,3,2
22338,3,3
22344,3,139
22938,3,8
23160,3,1
23571,3,3
23799,3,0
24018,3,0
24174,3,141
24183,3,4
24198,3,8
24222,3,0
24264,3,10
24366,3,1
24378,3,2
24528,3,19
24615,3,15
24867,3,0
25455,3,0
25839,3,10
25986,3,0
25995,3,0
26079,3,1
26115,3,0
26307,3,9
26427,3,9
26562,3,0
26622,3,6
26655,3,19
26667,3,41
26679,3,0
27195,3,24
27462,3,6
28026,3,3
28056,3,47
28086,3,3
28113,3,51
28881,3,48
28887,3,12
29262,3,22
29271,3,24
29631,3,2
29751,3,2
29775,3,5
30087,3,0
30174,3,25
30378,3,0
30444,3,8
30486,3,50
30513,3,47
30567,3,66
30654,3,4
30915,3,0
30918,3,13
30927,3,49
30951,3,1
31026,3,1
31275,3,1
31299,3,15
31344,3,15
31491,3,1
31683,3,18
31713,3,196
31938,3,1
32019,3,4
32340,3,0
32439,3,1
32484,3,38
32715,3,0
32754,3,1
34047,3,14
35700,3,2
36879,3,46
39783,3,17
40173,3,12
41655,3,402
42093,3,17
44580,3,36
47151,3,128
47340,3,4
54717,3,8
54732,3,13
55608,3,23
58119,3,1288
58959,3,155
60096,3,10
61143,3,88
61695,3,15
62127,3,26
62502,3,20
62940,3,4
62964,3,197
63408,3,66
65271,3,57
65517,3,7
131379,3,9
131442,3,0
131448,3,5
131451,3,1
131676,3,0
131742,3,7
131835,3,1
131934,3,11
132051,3,7
132465,3,0
132570,3,0
132849,3,7
133659,3,0
133962,3,15
133980,3,40
134391,3,0
134469,3,9
134676,3,7
135033,3,1
135072,3,3
135090,3,1
135153,3,0
135273,3,6
135477,3,4
135831,3,1
135921,3,4
135963,3,5
136017,3,1
136668,3,9
136692,3,1
136722,3,9
136956,3,8
137136,3,33
137175,3,3
137244,3,6
137592,3,4
137622,3,0
137649,3,7
138006,3,1
138576,3,4
138606,3,235
138645,3,0
138840,3,8
139254,3,0
139614,3,190
139959,3,2
140181,3,1
140250,3,3
140661,3,2
140793,3,2
140862,3,4
141207,3,8
141369,3,5
141885,3,1
142104,3,0
142422,3,3
142614,3,0
142680,3,3
142683,3,6
142782,3,31
142842,3,1
143196,3,5
143514,3,0
143583,3,17
144273,3,2
144420,3,11
144540,3,8
144561,3,37
144954,3,4
145050,3,12
145137,3,2
145269,3,0
145284,3,289
145308,3,3
145968,3,4
146001,3,14
146043,3,1
146070,3,0
146679,3,4
146967,3,43
147132,3,69
147153,3,0
147186,3,1
147255,3,0
147390,3,1
147420,3,226
147669,3,5
147699,3,1
147705,3,4
148053,3,0
148119,3,1
148272,3,5
148275,3,35
148569,3,16
148668,3,3
149304,3,7
149340,3,0
149364,3,0
149598,3,25
149712,3,0
149832,3,36
149943,3,1
149961,3,250
150003,3,10
150087,3,16
150126,3,81
150360,3,9
150453,3,13
150483,3,22
150516,3,0
150528,3,104
150585,3,1
150834,3,4
151251,3,0
151326,3,35
151374,3,17
151536,3,1
151776,3,1312
152331,3,28
152439,3,0
152772,3,47
152784,3,22
152787,3,0
152949,3,2
153591,3,1
154002,3,1
154038,3,1
154203,3,1
154386,3,1
154641,3,21
154800,3,1
154815,3,5
154908,3,549
154911,3,3
155418,3,0
155478,3,7
156561,3,0
156660,3,5
156696,3,0
156702,3,0
157848,3,30
158388,3,4
159354,3,1
159483,3,1
160626,3,2
161205,3,2
161238,3,28
161340,3,1
161556,3,2
161685,3,0
161850,3,12
162006,3,5
162171,3,0
162744,3,13
162840,3,0
162900,3,0
162939,3,14
163074,3,12
163290,3,3
164286,3,204
164346,3,82
164403,3,2
164406,3,2
164436,3,8
164484,3,24
164535,3,0
164631,3,4
164703,3,0
165345,3,38
165969,3,0
165981,3,16
166068,3,1
166167,3,22
166581,3,0
166800,3,1
166875,3,2
166938,3,1
167001,3,2
167265,3,168
167289,3,4
167349,3,8
167376,3,23
167391,3,6
167715,3,295
167931,3,3
168348,3,160
535,3,10
727,3,204
1765,3,4
8230,3,46
9574,3,12
9595,3,7
9754,3,91
9964,3,143
11068,3,51
12223,3,237
12940,3,21
13282,3,171
14920,3,13
17392,3,12
17731,3,55
18958,3,160
19966,3,4
22108,3,103
22282,3,2
23671,3,12
23692,3,75
24679,3,73
26290,3,19
28111,3,164
28174,3,19
28810,3,20
29542,3,105
30442,3,62
30574,3,3
30940,3,20
32782,3,6
32869,3,2
33037,3,1
33133,3,0
33166,3,7
33172,3,3
33388,3,0
33796,3,7
33982,3,80
34078,3,5
34108,3,2
34270,3,89
34774,3,12
34894,3,1
35134,3,22
35299,3,74
35740,3,0
35788,3,9
35911,3,2
36046,3,3
36223,3,2
36379,3,134
36565,3,13
36589,3,0
36844,3,1
37060,3,71
37645,3,83
38095,3,1
38158,3,38
