100038,all,42
100044,all,18
100293,all,300
100344,all,72
10044,all,88
100482,all,164
10113,all,104
101148,all,2
1013,all,88
101382,all,110
102261,all,268
102291,all,4
102429,all,14
102447,all,92
102453,all,8
102552,all,10
102651,all,20
102747,all,0
103299,all,62
103332,all,64
103356,all,186
103644,all,4
103653,all,48
103761,all,1276
104481,all,46
10491,all,10
1053,all,6
105609,all,622
105711,all,146
1062,all,0
106419,all,84
10680,all,2
107613,all,36
107942,all,212
108002,all,44
10827,all,2
108519,all,130
108614,all,128
10902,all,18
10908,all,6
109701,all,428
109791,all,24
10980,all,4
10989,all,10
1104,all,10
110763,all,196
111417,all,876
111587,all,80
11244,all,14
112694,all,104
11277,all,0
113367,all,58
113808,all,140
114243,all,346
114483,all,84
11472,all,16
11511,all,4
11520,all,4
115419,all,38
115667,all,184
116175,all,24
117489,all,364
117618,all,178
11892,all,2
119100,all,58
119352,all,166
11943,all,10
11991,all,166
120237,all,50
12024,all,14
120246,all,104
121431,all,48
121895,all,64
122052,all,84
123303,all,38
123491,all,90
12372,all,16
124067,all,22
124614,all,1114
124817,all,74
12501,all,6
126168,all,80
126285,all,98
126330,all,38
12648,all,2
126588,all,62
127809,all,198
127910,all,108
128148,all,296
12879,all,10
12885,all,1932
128919,all,100
12918,all,6
129684,all,152
12969,all,18
12972,all,4
130713,all,92
131336,all,92
131558,all,290
132,all,2
132712,all,50
13299,all,86
133720,all,288
133747,all,46
134246,all,36
134443,all,50
136718,all,72
137158,all,24
137191,all,852
137228,all,342
137884,all,144
13884,all,106
13908,all,0
139306,all,132
139552,all,152
140237,all,50
14064,all,0
140675,all,100
140698,all,98
14106,all,22
141292,all,318
141293,all,168
141323,all,48
14166,all,6
141989,all,50
14244,all,4
142687,all,62
14337,all,0
14364,all,16
14385,all,10
14394,all,2
144874,all,132
145289,all,130
145309,all,140
145558,all,432
145951,all,558
145958,all,308
146021,all,152
146734,all,44
147091,all,68
147118,all,238
14754,all,100
14775,all,4
147952,all,54
148093,all,136
148388,all,90
148624,all,78
149294,all,0
149632,all,40
149965,all,110
14997,all,4
149996,all,36
150503,all,146
151247,all,84
151268,all,82
152269,all,48
152491,all,46
153145,all,48
153697,all,206
153895,all,92
154270,all,406
15450,all,6
155045,all,64
155087,all,6
155200,all,68
1554,all,2
155734,all,94
155737,all,206
156583,all,186
1566,all,66
157253,all,182
15750,all,4
15807,all,370
158080,all,146
158227,all,214
15837,all,8
158395,all,34
158638,all,496
15888,all,2
160751,all,32
160930,all,86
16101,all,2
162377,all,60
162430,all,46
163228,all,490
16350,all,2
164234,all,252
164356,all,66
164596,all,186
16533,all,2
16645,all,44
166861,all,108
166919,all,10
166958,all,734
167182,all,66
168008,all,76
16859,all,170
16872,all,4
17097,all,2
17313,all,42
17328,all,32
17372,all,492
17373,all,12
1743,all,4
17449,all,184
17700,all,0
17720,all,126
17829,all,2
1836,all,0
18527,all,44
19200,all,2
19329,all,8
19417,all,138
1953,all,4
1968,all,20
19713,all,4
1974,all,6
19800,all,6
19929,all,12
20121,all,80
2013,all,12
20256,all,22
20273,all,484
20301,all,8
