100015,all,4
100060,all,2
100126,all,8
100267,all,16
100840,all,0
101615,all,206
101896,all,2
102094,all,4
102362,all,144
102476,all,140
102478,all,20
102811,all,12
102955,all,312
103184,all,34
103198,all,4
10325,all,18
103261,all,6
103267,all,316
103330,all,98
103390,all,56
103580,all,248
103675,all,6
103855,all,8
104536,all,0
104764,all,8
104776,all,8
104800,all,32
104848,all,12
104890,all,2
105301,all,0
105436,all,0
105562,all,4
105613,all,2
105784,all,30
105802,all,4
105865,all,20
105932,all,88
106057,all,8
106249,all,8
106363,all,302
106634,all,92
106702,all,6
106714,all,74
107245,all,14
107446,all,148
107567,all,238
107578,all,80
107596,all,4
108124,all,0
108265,all,10
108475,all,4
108874,all,8
108958,all,38
109129,all,28
109213,all,2
10931,all,206
109336,all,2
109387,all,4
109390,all,2
10943,all,26
10949,all,4
109532,all,402
109771,all,80
10991,all,2
109945,all,94
110617,all,2
11068,all,322
110680,all,2
110906,all,182
111017,all,54
11108,all,2450
111401,all,154
111406,all,16
111931,all,2
111949,all,10
111964,all,14
112381,all,6
112540,all,12
11255,all,476
112600,all,4
112729,all,4
113035,all,2
113161,all,0
113209,all,2
113242,all,10
113275,all,20
113293,all,94
113308,all,4
113389,all,84
113404,all,2
113465,all,328
113881,all,2
113929,all,0
114172,all,6
114176,all,70
11447,all,12
114472,all,2
114538,all,10
114811,all,22
115207,all,40
11534,all,2
115453,all,40
116248,all,2
116314,all,10
116389,all,696
116749,all,20
116764,all,2
116809,all,18
116878,all,4
117691,all,46
117850,all,4
118234,all,10
118249,all,10
118750,all,8
118792,all,4
119041,all,294
119098,all,2
11921,all,186
119563,all,6
119596,all,2
11987,all,2
120088,all,20
120238,all,14
120271,all,12
120286,all,90
120307,all,470
120347,all,342
120397,all,2
120586,all,10
120607,all,12
120685,all,6
120697,all,6
121016,all,844
121033,all,354
12104,all,6
121081,all,186
121195,all,0
121232,all,294
121417,all,10
121450,all,682
121597,all,10
121630,all,26
122044,all,132
122173,all,8
12223,all,258
122476,all,8
122488,all,2
122509,all,8
123017,all,362
123166,all,2
123499,all,4
123571,all,1192
123628,all,24
123871,all,12
123928,all,16
124111,all,64
124666,all,22
124837,all,102
12485,all,14
124906,all,14
125563,all,4
125581,all,4
125899,all,2
125935,all,20
126046,all,20
126058,all,0
126061,all,4
126175,all,4
12659,all,72
127018,all,14
127081,all,4
127162,all,2
127534,all,4
127693,all,14
127807,all,8
127870,all,2
128284,all,24
128749,all,32
12905,all,12
129166,all,4
129257,all,184
12940,all,138
129499,all,4
13013,all,4
130168,all,6
130318,all,4
130330,all,4
13037,all,2
130397,all,156
130408,all,96
13049,all,12
13064,all,20
130696,all,6
130699,all,10
130733,all,98
130780,all,90
13085,all,36
13112,all,62
131379,all,30
131442,all,2
131448,all,16
131451,all,6
131676,all,4
131742,all,8
131835,all,0
131934,all,8
132051,all,8
132465,all,8
132539,all,148
132570,all,40
13282,all,224
132849,all,6
133659,all,2
133962,all,94
133980,all,226
134336,all,556
134391,all,2
134469,all,58
134676,all,10
135033,all,22
135072,all,52
135090,all,8
135153,all,2
135273,all,76
135477,all,10
135831,all,8
135921,all,84
135963,all,22
136017,all,4
136034,all,78
136668,all,20
136692,all,4
136722,all,18
136956,all,18
137136,all,78
137175,all,0
137244,all,20
137592,all,10
137622,all,2
137649,all,70
138006,all,0
138576,all,4
138606,all,324
138645,all,2
138840,all,12
139254,all,2
139614,all,136
139959,all,0
140181,all,6
140250,all,12
140438,all,54
140661,all,2
140793,all,14
140862,all,6
141207,all,16
141369,all,0
141395,all,410
141885,all,16
14207,all,16
142104,all,64
142418,all,282
142422,all,4
142614,all,18
142680,all,4
142683,all,30
142782,all,30
142842,all,6
14291,all,2
143003,all,1356
143196,all,8
14321,all,4
143514,all,4
143583,all,60
143867,all,22
14393,all,40
14399,all,10
144273,all,2
144420,all,58
144540,all,16
144561,all,22
14471,all,12
144954,all,6
145050,all,20
145137,all,4
145269,all,24
145284,all,844
145308,all,12
145968,all,12
146001,all,30
146043,all,20
146070,all,2
14663,all,458
146679,all,18
146967,all,304
147132,all,62
14714,all,144
147153,all,12
147185,all,1794
147186,all,12
147255,all,4
147390,all,8
147420,all,528
147669,all,36
147699,all,10
147705,all,8
148053,all,40
148112,all,68
148119,all,6
148193,all,236
148272,all,18
148275,all,46
148569,all,74
148668,all,36
14920,all,114
149304,all,24
149340,all,2
149364,all,8
149598,all,46
14960,all,140
149712,all,14
149832,all,624
149943,all,8
149961,all,1604
150003,all,18
150087,all,20
150126,all,454
150360,all,10
150453,all,2
150483,all,48
150516,all,0
150528,all,540
150585,all,34
150834,all,16
150905,all,52
151025,all,246
151251,all,2
151326,all,124
151374,all,68
151536,all,14
15170,all,64
151739,all,646
151776,all,1724
15191,all,112
15200,all,2
152331,all,118
152439,all,2
15257,all,0
152772,all,112
152784,all,162
152787,all,2
152949,all,8
153591,all,2
154002,all,0
154038,all,4
15413,all,2
154203,all,2
154386,all,4
154641,all,128
154800,all,4
154815,all,22
154908,all,380
154911,all,14
155418,all,2
155478,all,26
155708,all,44
15584,all,70
156560,all,178
156561,all,16
156659,all,112
156660,all,22
156696,all,2
156702,all,6
157848,all,68
158171,all,156
158387,all,66
158388,all,12
159354,all,6
159483,all,4
160181,all,80
16043,all,48
160626,all,12
16109,all,2
161205,all,6
161238,all,166
161340,all,16
161378,all,1584
161556,all,6
161685,all,2
161850,all,14
162006,all,12
162171,all,0
16235,all,0
16241,all,0
162744,all,28
162833,all,62
162840,all,8
162875,all,0
162900,all,18
162939,all,54
163074,all,68
163088,all,122
163290,all,0
164240,all,76
164286,all,94
16434,all,14
164346,all,76
164403,all,8
164406,all,6
164436,all,34
164484,all,222
164535,all,0
164631,all,32
164666,all,752
164703,all,8
165345,all,148
165969,all,16
165981,all,28
166068,all,2
166167,all,14
16632,all,176
166581,all,4
16659,all,40
166800,all,2
166875,all,4
166938,all,10
167001,all,6
167265,all,660
167289,all,0
167349,all,42
167376,all,28
167391,all,14
167715,all,940
167931,all,4
168348,all,126
16926,all,14
17199,all,4
17358,all,2
17392,all,56
17523,all,68
17574,all,0
17610,all,4
1765,all,26
17667,all,6
17731,all,26
17754,all,6
17946,all,0
18030,all,18
18063,all,4
18435,all,2
18958,all,648
19170,all,12
1967,all,0
197,all,60
19869,all,308
19914,all,2
19962,all,20
19966,all,50
20088,all,214
20166,all,42
20499,all,12
21399,all,144
21570,all,14
22108,all,180
22282,all,188
22338,all,24
22344,all,768
2274,all,18
22938,all,18
23160,all,16
23571,all,18
23671,all,148
23692,all,436
23799,all,2
24018,all,2
24174,all,922
24183,all,0
24198,all,10
24222,all,18
24264,all,10
24366,all,8
24378,all,16
24528,all,98
24615,all,40
24679,all,312
24867,all,0
25455,all,2
25839,all,18
25986,all,10
25995,all,8
26079,all,12
26115,all,2
26290,all,50
26307,all,8
26427,all,8
26562,all,10
26622,all,26
26655,all,14
26667,all,12
26679,all,6
27195,all,88
27462,all,10
28026,all,2
28056,all,102
28086,all,32
28111,all,432
28113,all,128
28174,all,60
28810,all,88
28881,all,80
28887,all,62
29262,all,78
29271,all,234
29542,all,1134
29631,all,8
29751,all,4
29775,all,4
300,all,0
30087,all,2
30174,all,146
3024,all,8
30378,all,2
30442,all,68
30444,all,26
30486,all,160
30513,all,136
30567,all,104
30574,all,48
30654,all,8
30915,all,8
30918,all,36
30927,all,72
30940,all,110
30951,all,10
31026,all,2
31275,all,2
31299,all,96
31344,all,50
31491,all,6
31683,all,48
31713,all,694
31938,all,2
32019,all,12
32340,all,8
32439,all,8
32484,all,116
32715,all,2
32754,all,28
32782,all,36
3279,all,228
32869,all,30
33037,all,2
33133,all,2
33166,all,34
33172,all,0
33388,all,4
33796,all,18
33982,all,212
34047,all,48
34078,all,18
34108,all,2
34270,all,204
3435,all,1264
34774,all,14
34894,all,4
35134,all,14
35299,all,290
35700,all,296
35740,all,2
35788,all,26
35911,all,6
36046,all,36
36223,all,2
36379,all,558
3654,all,16
36565,all,58
36589,all,2
36844,all,6
36879,all,136
37060,all,304
37645,all,344
38095,all,18
38158,all,10
38182,all,0
38197,all,8
38341,all,32
38581,all,10
38638,all,4
38647,all,2
38695,all,6
38716,all,14
38758,all,0
38797,all,4
38830,all,8
38836,all,44
39133,all,34
39190,all,114
39412,all,80
39436,all,16
39709,all,2
39718,all,6
39783,all,154
39796,all,4
40173,all,38
40198,all,0
40207,all,22
40255,all,2
40438,all,2
4044,all,20
40693,all,4
41158,all,12
41590,all,0
41655,all,2156
41860,all,10
41869,all,14
41884,all,4
42004,all,0
42093,all,116
42301,all,178
42355,all,52
42391,all,12
42652,all,6
42829,all,100
42853,all,0
42883,all,78
43162,all,44
43429,all,0
43918,all,36
44580,all,134
44815,all,2
45190,all,130
45223,all,6
45247,all,4
45268,all,8
46147,all,372
46708,all,172
46750,all,4
46933,all,0
46942,all,14
46948,all,4
47134,all,6
47151,all,514
47206,all,0
47230,all,8
47335,all,16
47340,all,80
47557,all,22
47605,all,0
47623,all,0
47662,all,34
48025,all,320
48262,all,370
48277,all,10
48352,all,98
48919,all,8
49540,all,48
49573,all,292
49612,all,0
49732,all,8
49885,all,24
50374,all,30
50389,all,52
50470,all,2
50485,all,12
50887,all,732
51007,all,2
51262,all,12
51316,all,12
51346,all,270
5141,all,160
51412,all,6
5219,all,130
52372,all,12
52381,all,0
52564,all,14
52645,all,2
52678,all,22
52711,all,12
5303,all,14
53110,all,12
53116,all,0
53140,all,2
53350,all,14
53446,all,74
535,all,36
53830,all,0
54388,all,144
54469,all,2
54511,all,6
54661,all,4
54688,all,22
54717,all,130
54732,all,136
54781,all,8
54790,all,6
54886,all,2
55159,all,32
5519,all,16
55303,all,560
55318,all,10
55591,all,12
55608,all,172
55750,all,10
55948,all,2
55957,all,2
55966,all,216
55981,all,0
55996,all,2
56212,all,32
56647,all,0
56764,all,10
56797,all,2
56806,all,8
56821,all,8
56845,all,4
57079,all,8
57268,all,6
57271,all,4
57274,all,166
57316,all,30
57493,all,4
57886,all,134
57943,all,4
57997,all,4
58119,all,1408
58366,all,4
58372,all,2
58399,all,16
58444,all,14
58462,all,12
585,all,60
58552,all,972
58630,all,0
58959,all,326
59311,all,14
5949,all,50
59548,all,2
59590,all,8
59596,all,222
59740,all,4
60061,all,2
60096,all,60
60109,all,74
60133,all,8
60163,all,118
60358,all,2
60364,all,0
60382,all,2
60391,all,18
60604,all,12
61102,all,4
61143,all,202
61285,all,346
61294,all,2
61390,all,2
61540,all,2
61558,all,2
61561,all,350
61695,all,76
62127,all,36
62431,all,344
62479,all,0
62502,all,112
62623,all,8
62940,all,30
62964,all,392
63408,all,146
63547,all,184
63589,all,4
63652,all,44
63670,all,0
63718,all,4
63922,all,62
64381,all,934
64477,all,8
64768,all,42
64948,all,2
65023,all,2
65236,all,4
65271,all,160
65476,all,18
65479,all,48
65494,all,12
65517,all,68
